tau,s_tmp,cash,delta,pv,r_for,q,PL,,
0_1-th Autocalled,335.821,1.02202,0,1.023,,,-0.00098155,0.01101845,1
0_1-th Autocalled,326.894,1.02196,0,1.023,,,-0.00104326,0.01095674,1
0_1-th Autocalled,303.662,1.02157,0,1.023,,,-0.00142714,0.01057286,1
0_2-th Autocalled,314.794,1.05174,0,1.046,,,0.00573767,0.01773767,1
0_2-th Autocalled,318.987,1.05091,0,1.046,,,0.00490596,0.01690596,1
0_1-th Autocalled,308.786,1.02091,0,1.023,,,-0.00209116,0.00990884,1
0_1-th Autocalled,314.695,1.02478,0,1.023,,,0.00178368,0.01378368,1
0_3-th Autocalled,270.212,1.06829,0,1.069,,,-0.000705824,0.011294176,1
0_5-th Autocalled,270.631,1.08703,0,1.115,,,-0.0279676,-0.0159676,0
0_1-th Autocalled,300.539,1.01934,0,1.023,,,-0.00365511,0.00834489,1
0_1-th Autocalled,299.595,1.02612,0,1.023,,,0.00312184,0.01512184,1
0_1-th Autocalled,319.29,1.02373,0,1.023,,,0.000725881,0.012725881,1
0_1-th Autocalled,294.08,1.02257,0,1.023,,,-0.000425591,0.011574409,1
0_1-th Autocalled,301.976,1.02822,0,1.023,,,0.00521735,0.01721735,1
0_1-th Autocalled,331.439,1.02171,0,1.023,,,-0.00128678,0.01071322,1
0_5-th Autocalled,285.04,1.11611,0,1.115,,,0.00110638,0.01310638,1
0_1-th Autocalled,283.004,-0.723015,0.00615657,1.023,,,-0.00368239,0.00831761,1
0_1-th Autocalled,316.288,1.0205,0,1.023,,,-0.00250338,0.00949662,1
0_1-th Autocalled,302.241,1.02385,0,1.023,,,0.00085364,0.01285364,1
0_1-th Autocalled,327.151,1.01977,0,1.023,,,-0.00322822,0.00877178,1
0_1-th Autocalled,346.879,1.02153,0,1.023,,,-0.00146872,0.01053128,1
0_1-th Autocalled,312.707,1.02469,0,1.023,,,0.00169393,0.01369393,1
0_1-th Autocalled,298.117,1.02676,0,1.023,,,0.00376216,0.01576216,1
0_1-th Autocalled,326.479,1.02131,0,1.023,,,-0.0016919,0.0103081,1
0_1-th Autocalled,283.281,-0.512032,0.00540837,1.023,,,-0.00294309,0.00905691,1
1_6-th Autocalled,203.514,-0.0284363,0.00336451,0.684727,,,-0.0284363,-0.0164363,0
0_1-th Autocalled,333.266,1.02319,0,1.023,,,0.000191799,0.012191799,1
0_2-th Autocalled,321.094,1.04212,0,1.046,,,-0.00387691,0.00812309,1
0_6-th Autocalled,253.38,1.12889,0,1.138,,,-0.00911119,0.00288881,1
0_1-th Autocalled,308.042,1.02524,0,1.023,,,0.00224462,0.01424462,1
0_1-th Autocalled,302.009,1.02765,0,1.023,,,0.00464676,0.01664676,1
0_1-th Autocalled,296.302,1.02399,0,1.023,,,0.00099405,0.01299405,1
0_1-th Autocalled,318.167,1.02384,0,1.023,,,0.000843981,0.012843981,1
0_1-th Autocalled,297.942,1.02516,0,1.023,,,0.00215514,0.01415514,1
0_1-th Autocalled,309.257,1.02258,0,1.023,,,-0.000423825,0.011576175,1
0_5-th Autocalled,278.132,1.12069,0,1.115,,,0.00569109,0.01769109,1
0_1-th Autocalled,295.416,1.02142,0,1.023,,,-0.00157702,0.01042298,1
0_1-th Autocalled,307.962,1.02266,0,1.023,,,-0.000344511,0.011655489,1
0_1-th Autocalled,330.73,1.02359,0,1.023,,,0.000585463,0.012585463,1
0_1-th Autocalled,307.421,1.0289,0,1.023,,,0.00589563,0.01789563,1
0_1-th Autocalled,320.248,1.02239,0,1.023,,,-0.000612203,0.011387797,1
0_1-th Autocalled,288.942,1.01811,0,1.023,,,-0.00489478,0.00710522,1
0_3-th Autocalled,270.514,1.06678,0,1.069,,,-0.00221532,0.00978468,1
0_1-th Autocalled,303.876,1.0245,0,1.023,,,0.00149571,0.01349571,1
0_1-th Autocalled,310.043,1.02097,0,1.023,,,-0.00203216,0.00996784,1
0_2-th Autocalled,324.465,1.04829,0,1.046,,,0.00228538,0.01428538,1
0_1-th Autocalled,290.671,1.02565,0,1.023,,,0.00265092,0.01465092,1
0_1-th Autocalled,293.717,1.01972,0,1.023,,,-0.00328207,0.00871793,1
0_1-th Autocalled,321.532,1.02259,0,1.023,,,-0.00041296,0.01158704,1
0_1-th Autocalled,308.934,1.02245,0,1.023,,,-0.000551901,0.011448099,1
0_1-th Autocalled,339.857,1.02326,0,1.023,,,0.000259054,0.012259054,1
0_2-th Autocalled,304.875,1.04615,0,1.046,,,0.000151052,0.012151052,1
0_2-th Autocalled,295.461,1.04568,0,1.046,,,-0.000319393,0.011680607,1
0_1-th Autocalled,348.531,1.02179,0,1.023,,,-0.0012105,0.0107895,1
0_6-th Autocalled,238.412,1.13437,0,1.138,,,-0.00363414,0.00836586,1
0_1-th Autocalled,305.158,1.02487,0,1.023,,,0.00186898,0.01386898,1
0_1-th Autocalled,289.757,1.01938,0,1.023,,,-0.00361679,0.00838321,1
0_1-th Autocalled,316.834,1.02138,0,1.023,,,-0.00162454,0.01037546,1
0_1-th Autocalled,310.359,1.02468,0,1.023,,,0.00167897,0.01367897,1
0_1-th Autocalled,290.922,1.02911,0,1.023,,,0.00611098,0.01811098,1
0_1-th Autocalled,312.671,1.02036,0,1.023,,,-0.00264251,0.00935749,1
0_2-th Autocalled,299.332,1.04279,0,1.046,,,-0.00321383,0.00878617,1
0_1-th Autocalled,325.176,1.0223,0,1.023,,,-0.000696778,0.011303222,1
0_2-th Autocalled,285.151,1.04533,0,1.046,,,-0.000672051,0.011327949,1
0_5-th Autocalled,262.134,1.09344,0,1.115,,,-0.0215574,-0.0095574,0
0_1-th Autocalled,314.303,1.02224,0,1.023,,,-0.000759909,0.011240091,1
1_3-th Autocalled,274.45,1.06165,0,1.069,,,-0.00735076,0.00464924,1
0_1-th Autocalled,301.022,1.02142,0,1.023,,,-0.00157625,0.01042375,1
0_3-th Autocalled,282.934,1.07231,0,1.069,,,0.00330514,0.01530514,1
0_1-th Autocalled,299.242,1.02072,0,1.023,,,-0.00228083,0.00971917,1
1_6-th Autocalled,224.763,0.00463648,0.00336451,0.756219,,,0.00463648,0.01663648,1
0_2-th Autocalled,304.144,1.04575,0,1.046,,,-0.000251681,0.011748319,1
0_3-th Autocalled,271.195,1.07446,0,1.069,,,0.00545711,0.01745711,1
0_1-th Autocalled,330.876,1.02296,0,1.023,,,-3.96E-05,0.011960435,1
0_3-th Autocalled,291.072,1.06775,0,1.069,,,-0.00124658,0.01075342,1
0_1-th Autocalled,314.171,1.02139,0,1.023,,,-0.00161351,0.01038649,1
0_1-th Autocalled,303.438,1.02402,0,1.023,,,0.00102134,0.01302134,1
0_1-th Autocalled,303.47,1.02615,0,1.023,,,0.00314859,0.01514859,1
0_1-th Autocalled,303.698,1.02236,0,1.023,,,-0.000635606,0.011364394,1
0_1-th Autocalled,335.658,1.02237,0,1.023,,,-0.000632594,0.011367406,1
0_6-th Autocalled,224.895,1.12713,0,1.138,,,-0.01087,0.00113,1
0_1-th Autocalled,288.579,1.02141,0,1.023,,,-0.00158637,0.01041363,1
0_1-th Autocalled,306.581,1.0213,0,1.023,,,-0.00170254,0.01029746,1
0_1-th Autocalled,319.938,1.01912,0,1.023,,,-0.00387547,0.00812453,1
0_1-th Autocalled,330.778,1.02257,0,1.023,,,-0.000430855,0.011569145,1
0_2-th Autocalled,309.517,1.04906,0,1.046,,,0.0030575,0.0150575,1
0_1-th Autocalled,301.545,1.01878,0,1.023,,,-0.00422043,0.00777957,1
0_1-th Autocalled,286.768,1.0182,0,1.023,,,-0.00479626,0.00720374,1
0_6-th Autocalled,325.915,1.14613,0,1.138,,,0.00812536,0.02012536,1
0_1-th Autocalled,321.289,1.02324,0,1.023,,,0.000237928,0.012237928,1
0_2-th Autocalled,290.054,1.04259,0,1.046,,,-0.0034111,0.0085889,1
0_1-th Autocalled,320.542,1.02488,0,1.023,,,0.00187572,0.01387572,1
0_1-th Autocalled,301.449,1.02207,0,1.023,,,-0.000929696,0.011070304,1
0_1-th Autocalled,313.548,1.02383,0,1.023,,,0.000827983,0.012827983,1
0_1-th Autocalled,320.689,1.02255,0,1.023,,,-0.000453736,0.011546264,1
0_6-th Autocalled,227.147,1.14906,0,1.138,,,0.0110551,0.0230551,1
0_1-th Autocalled,351.171,1.02383,0,1.023,,,0.000828979,0.012828979,1
0_3-th Autocalled,305.92,1.062,0,1.069,,,-0.00700389,0.00499611,1
0_1-th Autocalled,368.28,1.02195,0,1.023,,,-0.00104898,0.01095102,1
0_1-th Autocalled,323.273,1.02401,0,1.023,,,0.00100568,0.01300568,1
0_1-th Autocalled,313.581,1.02263,0,1.023,,,-0.000373404,0.011626596,1
0_4-th Autocalled,279.213,1.09173,0,1.092,,,-0.00026897,0.01173103,1
0_4-th Autocalled,283.249,1.08499,0,1.092,,,-0.00700779,0.00499221,1
0_1-th Autocalled,310.594,1.0224,0,1.023,,,-0.000602847,0.011397153,1
1_6-th Autocalled,152.069,-0.0157564,0.00336451,0.511638,,,-0.0157564,-0.0037564,0
1_6-th Autocalled,180.085,-0.00218646,0.00336451,0.605899,,,-0.00218646,0.00981354,1
0_3-th Autocalled,272.712,1.07162,0,1.069,,,0.0026209,0.0146209,1
1_6-th Autocalled,169.435,-0.0127616,0.00336451,0.570065,,,-0.0127616,-0.0007616,0
0_1-th Autocalled,296.053,1.02776,0,1.023,,,0.00475554,0.01675554,1
0_1-th Autocalled,298.572,1.02268,0,1.023,,,-0.000318395,0.011681605,1
0_1-th Autocalled,316.659,1.02239,0,1.023,,,-0.000605471,0.011394529,1
0_1-th Autocalled,303.249,1.02599,0,1.023,,,0.00299138,0.01499138,1
0_1-th Autocalled,330.106,1.02451,0,1.023,,,0.00150918,0.01350918,1
0_1-th Autocalled,289.177,1.02635,0,1.023,,,0.00334522,0.01534522,1
0_1-th Autocalled,341.137,1.02351,0,1.023,,,0.000508168,0.012508168,1
0_1-th Autocalled,327.631,1.02125,0,1.023,,,-0.00175318,0.01024682,1
0_1-th Autocalled,314.241,1.02413,0,1.023,,,0.00112868,0.01312868,1
1_6-th Autocalled,88.8136,-0.00410069,0.00336451,0.298814,,,-0.00410069,0.00789931,1
0_4-th Autocalled,276.42,1.09606,0,1.092,,,0.00406158,0.01606158,1
0_1-th Autocalled,335.913,1.0231,0,1.023,,,0.000102407,0.012102407,1
0_3-th Autocalled,271.597,1.06635,0,1.069,,,-0.00265158,0.00934842,1
0_1-th Autocalled,303.31,1.02206,0,1.023,,,-0.000938718,0.011061282,1
0_4-th Autocalled,271.238,1.09328,0,1.092,,,0.00127565,0.01327565,1
0_1-th Autocalled,282.662,-0.727039,0.00615657,1.023,,,-0.00981298,0.00218702,1
1_6-th Autocalled,226.917,-0.0131308,0.00336451,0.763466,,,-0.0131308,-0.0011308,0
0_1-th Autocalled,320.779,1.01957,0,1.023,,,-0.00342743,0.00857257,1
0_1-th Autocalled,320.903,1.02189,0,1.023,,,-0.00110521,0.01089479,1
0_1-th Autocalled,290.941,1.02275,0,1.023,,,-0.000250078,0.011749922,1
1_6-th Autocalled,198.287,-0.0027544,0.00336451,0.667137,,,-0.0027544,0.0092456,1
0_1-th Autocalled,298.39,1.02747,0,1.023,,,0.0044724,0.0164724,1
0_1-th Autocalled,296.864,1.0186,0,1.023,,,-0.00439553,0.00760447,1
0_1-th Autocalled,329.735,1.026,0,1.023,,,0.00299668,0.01499668,1
0_1-th Autocalled,358.214,1.02247,0,1.023,,,-0.000531469,0.011468531,1
0_1-th Autocalled,296.115,1.01851,0,1.023,,,-0.00449083,0.00750917,1
0_1-th Autocalled,290.568,1.026,0,1.023,,,0.00299825,0.01499825,1
0_1-th Autocalled,294.024,1.02849,0,1.023,,,0.00548647,0.01748647,1
0_1-th Autocalled,305.218,1.02369,0,1.023,,,0.000685984,0.012685984,1
0_1-th Autocalled,301.287,1.02201,0,1.023,,,-0.000986152,0.011013848,1
0_1-th Autocalled,319.821,1.02228,0,1.023,,,-0.000716949,0.011283051,1
0_1-th Autocalled,323.332,1.02029,0,1.023,,,-0.00271248,0.00928752,1
0_1-th Autocalled,323.702,1.02425,0,1.023,,,0.00124644,0.01324644,1
0_1-th Autocalled,338.708,1.02306,0,1.023,,,6.45E-05,0.012064506,1
0_3-th Autocalled,309.656,1.06599,0,1.069,,,-0.00300863,0.00899137,1
0_3-th Autocalled,294.29,1.06903,0,1.069,,,3.39E-05,0.01203388,1
0_1-th Autocalled,320.268,1.02465,0,1.023,,,0.0016489,0.0136489,1
0_1-th Autocalled,341.584,1.02191,0,1.023,,,-0.00108728,0.01091272,1
0_1-th Autocalled,302.888,1.0238,0,1.023,,,0.000796497,0.012796497,1
0_1-th Autocalled,315.651,1.02206,0,1.023,,,-0.000936646,0.011063354,1
0_1-th Autocalled,346.374,1.02251,0,1.023,,,-0.000487508,0.011512492,1
0_1-th Autocalled,283.157,-0.514762,0.00540837,1.023,,,-0.00634441,0.00565559,1
1_6-th Autocalled,180.277,0.00222497,0.00336451,0.606545,,,0.00222497,0.01422497,1
0_1-th Autocalled,295.778,1.01875,0,1.023,,,-0.00425311,0.00774689,1
0_6-th Autocalled,221.136,1.14235,0,1.138,,,0.00434826,0.01634826,1
1_6-th Autocalled,174.246,-0.00782368,0.00336451,0.586254,,,-0.00782368,0.00417632,1
0_6-th Autocalled,233.966,1.13188,0,1.138,,,-0.00611926,0.00588074,1
1_6-th Autocalled,166.95,-0.0205655,0.00336451,0.561704,,,-0.0205655,-0.0085655,0
0_1-th Autocalled,290.039,1.02142,0,1.023,,,-0.00157953,0.01042047,1
0_1-th Autocalled,307.574,1.02246,0,1.023,,,-0.000537415,0.011462585,1
0_1-th Autocalled,323.413,1.02538,0,1.023,,,0.00237712,0.01437712,1
1_6-th Autocalled,139.232,0.00315168,0.00336451,0.468447,,,0.00315168,0.01515168,1
0_2-th Autocalled,320.501,1.04804,0,1.046,,,0.00204072,0.01404072,1
0_1-th Autocalled,312.022,1.02306,0,1.023,,,5.50E-05,0.012055033,1
0_1-th Autocalled,314.544,1.02303,0,1.023,,,3.49E-05,0.012034934,1
0_2-th Autocalled,296.825,1.04927,0,1.046,,,0.00326916,0.01526916,1
0_1-th Autocalled,309.686,1.02483,0,1.023,,,0.00182627,0.01382627,1
0_1-th Autocalled,298.605,1.01897,0,1.023,,,-0.00402826,0.00797174,1
0_4-th Autocalled,270.122,1.09412,0,1.092,,,0.00212297,0.01412297,1
0_2-th Autocalled,289.477,1.04347,0,1.046,,,-0.00253045,0.00946955,1
0_2-th Autocalled,288.126,1.03465,0,1.046,,,-0.0113495,0.0006505,1
0_1-th Autocalled,327.702,1.02394,0,1.023,,,0.000935237,0.012935237,1
0_1-th Autocalled,295.659,1.02137,0,1.023,,,-0.00162517,0.01037483,1
0_1-th Autocalled,319.547,1.02681,0,1.023,,,0.00381379,0.01581379,1
0_3-th Autocalled,285.695,1.06952,0,1.069,,,0.000520733,0.012520733,1
0_1-th Autocalled,282.799,-0.727255,0.00615657,1.023,,,-0.0091849,0.0028151,1
0_1-th Autocalled,290.431,1.02408,0,1.023,,,0.00108222,0.01308222,1
0_3-th Autocalled,319.246,1.06888,0,1.069,,,-0.000116002,0.011883998,1
0_1-th Autocalled,293.745,1.02264,0,1.023,,,-0.000355926,0.011644074,1
0_1-th Autocalled,316.426,1.0216,0,1.023,,,-0.00140428,0.01059572,1
0_1-th Autocalled,285.22,1.01959,0,1.023,,,-0.00341154,0.00858846,1
0_2-th Autocalled,292.719,1.05366,0,1.046,,,0.00765825,0.01965825,1
0_1-th Autocalled,318.329,1.02387,0,1.023,,,0.000866138,0.012866138,1
0_1-th Autocalled,332.768,1.02216,0,1.023,,,-0.000844555,0.011155445,1
0_1-th Autocalled,296.997,1.01805,0,1.023,,,-0.00494853,0.00705147,1
0_3-th Autocalled,280.814,1.06632,0,1.069,,,-0.00268114,0.00931886,1
0_1-th Autocalled,333.129,1.02129,0,1.023,,,-0.00170813,0.01029187,1
0_1-th Autocalled,353.529,1.03164,0,1.023,,,0.00863844,0.02063844,1
0_1-th Autocalled,292.415,1.02891,0,1.023,,,0.0059053,0.0179053,1
0_1-th Autocalled,320.053,1.02287,0,1.023,,,-0.000128667,0.011871333,1
0_1-th Autocalled,290.396,1.02135,0,1.023,,,-0.00165413,0.01034587,1
0_1-th Autocalled,304.344,1.02255,0,1.023,,,-0.000452499,0.011547501,1
0_1-th Autocalled,298.852,1.02275,0,1.023,,,-0.000254361,0.011745639,1
0_3-th Autocalled,305.755,1.06621,0,1.069,,,-0.00278654,0.00921346,1
0_1-th Autocalled,285.282,1.02124,0,1.023,,,-0.00175523,0.01024477,1
0_1-th Autocalled,298.492,1.0211,0,1.023,,,-0.00190065,0.01009935,1
0_1-th Autocalled,320.417,1.02298,0,1.023,,,-1.72E-05,0.0119828,1
0_1-th Autocalled,313.596,1.02254,0,1.023,,,-0.000459258,0.011540742,1
0_1-th Autocalled,339.641,1.02342,0,1.023,,,0.000422349,0.012422349,1
1_6-th Autocalled,150.5,0.000943127,0.00336451,0.506357,,,0.000943127,0.012943127,1
0_3-th Autocalled,267.794,0.226465,0.00310768,1.069,,,-0.0103161,0.0016839,1
0_3-th Autocalled,303.272,1.07502,0,1.069,,,0.00601681,0.01801681,1
0_1-th Autocalled,284.283,-0.524444,0.00540837,1.023,,,-0.00993368,0.00206632,1
1_6-th Autocalled,282.797,1.14752,0,1.138,,,0.00952102,0.02152102,1
1_6-th Autocalled,216.222,-0.0137991,0.00336451,0.727483,,,-0.0137991,-0.0017991,0
1_6-th Autocalled,184.329,0.000257226,0.00336451,0.620179,,,0.000257226,0.012257226,1
0_1-th Autocalled,304.782,1.02163,0,1.023,,,-0.00137344,0.01062656,1
0_3-th Autocalled,273.322,1.07662,0,1.069,,,0.00762114,0.01962114,1
0_1-th Autocalled,307.738,1.02426,0,1.023,,,0.00125953,0.01325953,1
1_6-th Autocalled,176.243,0.000514154,0.00336451,0.592972,,,0.000514154,0.012514154,1
0_1-th Autocalled,295.812,1.0244,0,1.023,,,0.00140479,0.01340479,1
0_1-th Autocalled,288.394,1.0171,0,1.023,,,-0.00589653,0.00610347,1
0_1-th Autocalled,292.723,1.01911,0,1.023,,,-0.00389482,0.00810518,1
0_1-th Autocalled,306.96,1.02362,0,1.023,,,0.000619316,0.012619316,1
0_2-th Autocalled,295.751,1.04741,0,1.046,,,0.00141155,0.01341155,1
0_1-th Autocalled,289.091,1.02489,0,1.023,,,0.0018939,0.0138939,1
0_1-th Autocalled,299.444,1.02299,0,1.023,,,-1.05E-05,0.011989486,1
0_1-th Autocalled,301.268,1.02365,0,1.023,,,0.000652761,0.012652761,1
0_2-th Autocalled,313.236,1.03732,0,1.046,,,-0.00868092,0.00331908,1
0_5-th Autocalled,288.616,1.11635,0,1.115,,,0.00135309,0.01335309,1
0_1-th Autocalled,290.748,1.02297,0,1.023,,,-3.39E-05,0.011966093,1
0_3-th Autocalled,275.175,1.07205,0,1.069,,,0.0030529,0.0150529,1
0_1-th Autocalled,285.107,1.01298,0,1.023,,,-0.0100196,0.0019804,1
0_1-th Autocalled,292.302,1.02259,0,1.023,,,-0.00040832,0.01159168,1
0_1-th Autocalled,289.658,1.01865,0,1.023,,,-0.00435213,0.00764787,1
0_1-th Autocalled,313.467,1.02218,0,1.023,,,-0.000821225,0.011178775,1
0_1-th Autocalled,282.795,-0.727734,0.00615657,1.023,,,-0.00968866,0.00231134,1
0_1-th Autocalled,287.303,1.02025,0,1.023,,,-0.00274876,0.00925124,1
0_3-th Autocalled,273.028,1.0575,0,1.069,,,-0.0115035,0.0004965,1
0_1-th Autocalled,326.402,1.02489,0,1.023,,,0.00189066,0.01389066,1
0_1-th Autocalled,304.547,1.02064,0,1.023,,,-0.00235853,0.00964147,1
0_1-th Autocalled,337.181,1.02471,0,1.023,,,0.00171348,0.01371348,1
1_6-th Autocalled,170.905,-0.00496315,0.00336451,0.57501,,,-0.00496315,0.00703685,1
0_1-th Autocalled,302.268,1.02153,0,1.023,,,-0.00147167,0.01052833,1
0_1-th Autocalled,332.663,1.01933,0,1.023,,,-0.00366831,0.00833169,1
0_1-th Autocalled,288.633,1.02421,0,1.023,,,0.00120759,0.01320759,1
0_3-th Autocalled,269.939,1.07585,0,1.069,,,0.00684596,0.01884596,1
0_6-th Autocalled,205.71,1.10014,0,1.138,,,-0.0378573,-0.0258573,0
0_1-th Autocalled,315.238,1.02531,0,1.023,,,0.00230577,0.01430577,1
0_1-th Autocalled,305.751,1.01941,0,1.023,,,-0.0035893,0.0084107,1
0_1-th Autocalled,320.261,1.02094,0,1.023,,,-0.00205716,0.00994284,1
0_1-th Autocalled,325.873,1.02319,0,1.023,,,0.000189065,0.012189065,1
0_1-th Autocalled,283.541,-0.517523,0.00540837,1.023,,,-0.00702836,0.00497164,1
0_1-th Autocalled,286.798,1.01496,0,1.023,,,-0.00803789,0.00396211,1
0_1-th Autocalled,283.492,-0.519835,0.00540837,1.023,,,-0.00960407,0.00239593,1
0_1-th Autocalled,319.006,1.02427,0,1.023,,,0.00126655,0.01326655,1
0_1-th Autocalled,342.453,1.02616,0,1.023,,,0.00315808,0.01515808,1
0_6-th Autocalled,212.7,1.19401,0,1.138,,,0.0560095,0.0680095,1
0_1-th Autocalled,301.095,1.02207,0,1.023,,,-0.000930073,0.011069927,1
0_1-th Autocalled,314.049,1.01962,0,1.023,,,-0.00338382,0.00861618,1
0_1-th Autocalled,336.398,1.02616,0,1.023,,,0.00315767,0.01515767,1
0_2-th Autocalled,295.89,1.04496,0,1.046,,,-0.00104393,0.01095607,1
0_1-th Autocalled,318.089,1.02618,0,1.023,,,0.00318015,0.01518015,1
0_1-th Autocalled,314.557,1.01995,0,1.023,,,-0.00304915,0.00895085,1
0_1-th Autocalled,328.536,1.02385,0,1.023,,,0.000853882,0.012853882,1
0_1-th Autocalled,315.501,1.02486,0,1.023,,,0.00185771,0.01385771,1
0_1-th Autocalled,339.269,1.02289,0,1.023,,,-0.000108035,0.011891965,1
0_1-th Autocalled,291.567,1.02182,0,1.023,,,-0.00118087,0.01081913,1
0_1-th Autocalled,284.037,-0.52262,0.00540837,1.023,,,-0.00944447,0.00255553,1
0_1-th Autocalled,290.898,1.02921,0,1.023,,,0.00621197,0.01821197,1
1_6-th Autocalled,193.331,0.0101013,0.00336451,0.650464,,,0.0101013,0.0221013,1
0_1-th Autocalled,312.663,1.02602,0,1.023,,,0.00302058,0.01502058,1
0_1-th Autocalled,308.241,1.02156,0,1.023,,,-0.00144088,0.01055912,1
0_1-th Autocalled,282.525,-0.718674,0.00615657,1.023,,,-0.00228825,0.00971175,1
1_6-th Autocalled,216.773,0.00332088,0.00336451,0.729335,,,0.00332088,0.01532088,1
0_1-th Autocalled,306.208,1.02132,0,1.023,,,-0.00167987,0.01032013,1
0_1-th Autocalled,282.374,-0.733304,0.00615657,1.023,,,-0.0178491,-0.0058491,0
0_1-th Autocalled,323.406,1.02461,0,1.023,,,0.00161269,0.01361269,1
0_1-th Autocalled,314.105,1.02078,0,1.023,,,-0.00221702,0.00978298,1
0_1-th Autocalled,308.358,1.01973,0,1.023,,,-0.00327115,0.00872885,1
0_2-th Autocalled,325.004,1.03447,0,1.046,,,-0.0115271,0.0004729,1
0_1-th Autocalled,309.675,1.02419,0,1.023,,,0.00119062,0.01319062,1
0_6-th Autocalled,238.119,1.12336,0,1.138,,,-0.0146433,-0.0026433,0
0_1-th Autocalled,345.84,1.02136,0,1.023,,,-0.00163993,0.01036007,1
0_2-th Autocalled,300.645,1.04081,0,1.046,,,-0.00518886,0.00681114,1
0_3-th Autocalled,286.41,1.08171,0,1.069,,,0.0127084,0.0247084,1
0_1-th Autocalled,315.102,1.02441,0,1.023,,,0.00140587,0.01340587,1
0_1-th Autocalled,288.612,1.02304,0,1.023,,,4.12E-05,0.012041198,1
1_5-th Autocalled,259.212,1.09996,0,1.115,,,-0.0150427,-0.0030427,0
0_2-th Autocalled,310.874,1.04509,0,1.046,,,-0.00090521,0.01109479,1
0_6-th Autocalled,212.666,1.16121,0,1.138,,,0.0232079,0.0352079,1
0_1-th Autocalled,291.474,1.01538,0,1.023,,,-0.00762341,0.00437659,1
0_1-th Autocalled,346.979,1.0239,0,1.023,,,0.000903523,0.012903523,1
0_1-th Autocalled,325.037,1.02208,0,1.023,,,-0.000915846,0.011084154,1
0_1-th Autocalled,318.419,1.02009,0,1.023,,,-0.00290778,0.00909222,1
0_1-th Autocalled,290.365,1.02438,0,1.023,,,0.00137805,0.01337805,1
1_6-th Autocalled,168.143,-0.0204297,0.00336451,0.565718,,,-0.0204297,-0.0084297,0
0_1-th Autocalled,327.491,1.02577,0,1.023,,,0.00277246,0.01477246,1
1_6-th Autocalled,147.17,-0.00425041,0.00336451,0.495156,,,-0.00425041,0.00774959,1
0_1-th Autocalled,309.235,1.02065,0,1.023,,,-0.0023539,0.0096461,1
0_1-th Autocalled,291.697,1.02106,0,1.023,,,-0.0019359,0.0100641,1
0_3-th Autocalled,302.309,1.06593,0,1.069,,,-0.0030652,0.0089348,1
0_1-th Autocalled,302.824,1.02742,0,1.023,,,0.00442394,0.01642394,1
0_1-th Autocalled,298.156,1.0228,0,1.023,,,-0.000195817,0.011804183,1
0_1-th Autocalled,384.288,1.02395,0,1.023,,,0.00095497,0.01295497,1
1_6-th Autocalled,191.95,-0.0455495,0.00336451,0.645818,,,-0.0455495,-0.0335495,0
0_5-th Autocalled,257.165,1.11879,0,1.115,,,0.00379174,0.01579174,1
0_1-th Autocalled,342.337,1.02413,0,1.023,,,0.00112809,0.01312809,1
0_1-th Autocalled,319.75,1.02266,0,1.023,,,-0.000343747,0.011656253,1
1_6-th Autocalled,166.802,-0.0322081,0.00336451,0.561207,,,-0.0322081,-0.0202081,0
0_1-th Autocalled,342.735,1.02003,0,1.023,,,-0.00297163,0.00902837,1
0_2-th Autocalled,344.503,1.05178,0,1.046,,,0.00577716,0.01777716,1
0_5-th Autocalled,267.022,1.11803,0,1.115,,,0.00303165,0.01503165,1
0_1-th Autocalled,290.34,1.02463,0,1.023,,,0.0016327,0.0136327,1
0_1-th Autocalled,329.796,1.02584,0,1.023,,,0.00283526,0.01483526,1
0_2-th Autocalled,322.672,1.0465,0,1.046,,,0.000495708,0.012495708,1
0_1-th Autocalled,300.393,1.02495,0,1.023,,,0.00194801,0.01394801,1
0_1-th Autocalled,317.418,1.02022,0,1.023,,,-0.00278289,0.00921711,1
0_1-th Autocalled,332.8,1.02121,0,1.023,,,-0.00179218,0.01020782,1
0_1-th Autocalled,338.033,1.02404,0,1.023,,,0.00104273,0.01304273,1
0_1-th Autocalled,300.848,1.02476,0,1.023,,,0.0017574,0.0137574,1
0_1-th Autocalled,303.181,1.02572,0,1.023,,,0.00271919,0.01471919,1
0_1-th Autocalled,342.068,1.02283,0,1.023,,,-0.000166938,0.011833062,1
0_1-th Autocalled,289.055,1.01862,0,1.023,,,-0.00437687,0.00762313,1
0_1-th Autocalled,296.804,1.02428,0,1.023,,,0.00128162,0.01328162,1
0_1-th Autocalled,315.722,1.02391,0,1.023,,,0.000907832,0.012907832,1
0_1-th Autocalled,295.901,1.02069,0,1.023,,,-0.00230993,0.00969007,1
0_1-th Autocalled,314.118,1.02385,0,1.023,,,0.000849326,0.012849326,1
0_1-th Autocalled,301.9,1.02116,0,1.023,,,-0.00183817,0.01016183,1
0_5-th Autocalled,308.616,1.11927,0,1.115,,,0.00427239,0.01627239,1
0_6-th Autocalled,248.903,1.1344,0,1.138,,,-0.00359884,0.00840116,1
0_1-th Autocalled,305.187,1.02271,0,1.023,,,-0.00029385,0.01170615,1
0_1-th Autocalled,303.624,1.02133,0,1.023,,,-0.00167271,0.01032729,1
0_1-th Autocalled,317.464,1.02451,0,1.023,,,0.00150841,0.01350841,1
