tau,s_tmp,cash,delta,pv,r_for,q,PL
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,363.271,1.02601,0,1.023,,,0.00301251
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.037,1.02257,0,1.023,,,-0.000432961
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,273.229,1.10938,0,1.115,,,-0.00561895
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,150.738,-0.00418986,0.00336451,0.507161,,,-0.00418986
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,304.831,1.04888,0,1.046,,,0.00287839
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,311.712,1.04469,0,1.046,,,-0.00130813
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,284.272,1.96722,-0.00314982,1.069,,,0.00281131
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,210.743,1.12889,0,1.138,,,-0.00910517
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,339.615,1.02246,0,1.023,,,-0.000535738
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.318,1.02356,0,1.023,,,0.00056209
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,326.878,1.04437,0,1.046,,,-0.00162629
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,318.776,1.02435,0,1.023,,,0.00134895
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,319.043,1.04214,0,1.046,,,-0.00386227
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,251.039,1.1411,0,1.138,,,0.0031031
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,195.394,1.11275,0,1.138,,,-0.025255
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.695,1.0206,0,1.023,,,-0.00239539
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.988,1.02032,0,1.023,,,-0.002679
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,332.73,1.02583,0,1.023,,,0.00282734
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.459,1.02176,0,1.023,,,-0.00123513
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,352.901,1.02215,0,1.023,,,-0.000845614
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,299.614,1.06638,0,1.046,,,0.020379
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.876,1.02641,0,1.023,,,0.00341021
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,332.001,1.02629,0,1.023,,,0.00328677
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.681,1.02356,0,1.023,,,0.000559377
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,274.575,1.11804,0,1.115,,,0.00303982
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,309.522,1.0237,0,1.023,,,0.000699914
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,301.21,1.02797,0,1.023,,,0.00497415
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,318.771,1.0243,0,1.023,,,0.00130484
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,317.273,1.04999,0,1.046,,,0.00398806
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,337.702,1.02435,0,1.023,,,0.00134969
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,312.239,1.04013,0,1.046,,,-0.00586589
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,124.055,-0.00658678,0.00336451,0.417383,,,-0.00658678
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,283.937,2.56109,-0.00516485,1.092,,,0.00259622
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,332.939,1.02295,0,1.023,,,-5.01086e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.552,1.01913,0,1.023,,,-0.00386726
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,251.84,1.13348,0,1.138,,,-0.00452298
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.415,1.0279,0,1.023,,,0.00489769
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.337,1.18411,-0.000548273,1.023,,,-0.00301089
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,357.915,1.02335,0,1.023,,,0.000354858
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,156.04,-0.0167401,0.00336451,0.524997,,,-0.0167401
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,143.394,-0.007446,0.00336451,0.48245,,,-0.007446
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,343.455,1.07367,0,1.069,,,0.00467149
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.52,1.02486,0,1.023,,,0.00185984
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.706,1.18252,-0.000548273,1.023,,,-0.00425504
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,323.626,1.04512,0,1.046,,,-0.000877702
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.567,1.02654,0,1.023,,,0.00353815
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,336.35,1.02192,0,1.023,,,-0.00108168
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,323.57,1.02198,0,1.023,,,-0.00101881
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,287.138,1.11362,0,1.115,,,-0.00138286
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,307.453,1.07448,0,1.069,,,0.00548007
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,306.022,1.04999,0,1.046,,,0.00399267
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,301.191,1.04001,0,1.046,,,-0.00599398
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,214.484,1.13049,0,1.138,,,-0.00750771
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,331.188,1.02163,0,1.023,,,-0.00136653
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.693,1.02087,0,1.023,,,-0.00213272
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,293.593,1.12405,0,1.115,,,0.00905215
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,303.096,1.0425,0,1.046,,,-0.00350426
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.514,1.02244,0,1.023,,,-0.000562913
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,220.366,1.13417,0,1.138,,,-0.00383467
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,151.647,-2.92514e-06,0.00336451,0.510216,,,-2.92514e-06
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,323.621,1.02516,0,1.023,,,0.00215549
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,201.27,1.16152,0,1.138,,,0.0235185
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,330.645,1.02109,0,1.023,,,-0.0019053
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.885,1.02014,0,1.023,,,-0.00286028
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,350.331,1.022,0,1.023,,,-0.0010048
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,372.936,1.02191,0,1.023,,,-0.00109191
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,274.129,1.1385,0,1.138,,,0.000502429
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,295.54,1.06465,0,1.069,,,-0.00435227
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,330.946,1.07694,0,1.092,,,-0.0150637
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.388,1.02245,0,1.023,,,-0.000549646
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,323.12,1.02392,0,1.023,,,0.000923355
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,334.268,1.04474,0,1.046,,,-0.0012604
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,239.524,1.14364,0,1.138,,,0.00564056
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,339.541,1.0249,0,1.023,,,0.0018967
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,307.729,1.04711,0,1.046,,,0.0011081
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,298.004,1.11231,0,1.115,,,-0.00268622
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,343.738,1.02365,0,1.023,,,0.000654334
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,331.247,1.02309,0,1.023,,,8.76967e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,188.502,-0.0050523,0.00336451,0.634218,,,-0.0050523
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,177.539,-0.04003,0.00336451,0.597333,,,-0.04003
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,284.721,1.0673,0,1.069,,,-0.00170448
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.303,1.02465,0,1.023,,,0.00165327
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,291.023,1.07551,0,1.069,,,0.00651365
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,309.83,1.04187,0,1.046,,,-0.00412788
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,269.507,-20.5708,0.0800754,1.138,,,-0.127898
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,316.037,1.04786,0,1.046,,,0.00186425
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,203.342,1.16958,0,1.138,,,0.0315838
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,335.332,1.02442,0,1.023,,,0.00141723
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.021,1.0247,0,1.023,,,0.00169908
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,319.347,1.02243,0,1.023,,,-0.000573903
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,309.146,1.02536,0,1.023,,,0.00235782
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,289.544,1.06847,0,1.069,,,-0.000527382
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.818,1.02713,0,1.023,,,0.00412837
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,300.685,1.06786,0,1.069,,,-0.00114068
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,299.654,1.04879,0,1.046,,,0.00278572
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,262.207,1.14024,0,1.138,,,0.00223585
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,205.051,-0.0162681,0.00336451,0.689896,,,-0.0162681
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.551,1.01999,0,1.023,,,-0.00301239
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.645,1.02255,0,1.023,,,-0.000446719
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,307.562,1.04783,0,1.046,,,0.00182679
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,322.465,1.02221,0,1.023,,,-0.000789698
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,241.97,1.122,0,1.138,,,-0.0159974
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,140.656,0.00408798,0.00336451,0.473239,,,0.00408798
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.58,1.02605,0,1.023,,,0.00304748
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,327.487,1.0238,0,1.023,,,0.000796852
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,264.282,1.13455,0,1.138,,,-0.00345467
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,341.185,1.02658,0,1.023,,,0.00358203
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,307.844,1.07022,0,1.069,,,0.00121831
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,297.394,1.09565,0,1.092,,,0.00364509
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,267.711,1.13288,0,1.138,,,-0.0051247
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,197.134,0.00285885,0.00336451,0.663258,,,0.00285885
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,218.743,1.09967,0,1.138,,,-0.0383332
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,228.018,1.14852,0,1.138,,,0.0105175
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,293.577,1.09195,0,1.092,,,-4.72201e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.047,1.02228,0,1.023,,,-0.000724999
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,305.849,1.04576,0,1.046,,,-0.000237593
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,338.801,1.04702,0,1.046,,,0.00102106
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,328.557,1.04005,0,1.046,,,-0.00595188
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,120.038,0.00013015,0.00336451,0.403869,,,0.00013015
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,307.852,1.05442,0,1.046,,,0.00841793
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.085,1.02498,0,1.023,,,0.00198087
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.339,1.02398,0,1.023,,,0.000979109
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,239.541,1.13381,0,1.138,,,-0.00419008
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,283.646,1.12224,0,1.115,,,0.00724181
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,285.922,1.07249,0,1.069,,,0.00348923
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.369,1.02212,0,1.023,,,-0.000876624
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,364.873,1.02299,0,1.023,,,-9.22456e-06
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,322.751,1.02253,0,1.023,,,-0.000469721
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,349.105,1.04589,0,1.046,,,-0.000112125
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,332.097,1.02134,0,1.023,,,-0.00166266
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,195.362,0.0130302,0.00336451,0.657297,,,0.0130302
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.515,1.0264,0,1.023,,,0.00339789
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.271,1.02184,0,1.023,,,-0.00115879
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,248.983,1.13786,0,1.138,,,-0.000135926
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,315.015,1.01596,0,1.023,,,-0.007039
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.011,1.02092,0,1.023,,,-0.00207836
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,314.899,1.02311,0,1.023,,,0.00010939
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,251.977,1.14447,0,1.138,,,0.00646699
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,158.104,0.0123463,0.00336451,0.531942,,,0.0123463
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,297.622,1.67711,-0.00209919,1.046,,,0.00633971
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,325.205,1.08703,0,1.092,,,-0.00497174
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,297.892,1.05935,-0.00013436,1.023,,,-0.0036715
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,350.778,1.02323,0,1.023,,,0.000229201
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.795,1.02598,0,1.023,,,0.00297571
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,392.456,1.047,0,1.046,,,0.00100071
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,364.642,1.02277,0,1.023,,,-0.000229763
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,220.885,1.12345,0,1.138,,,-0.014546
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.169,1.02371,0,1.023,,,0.000707776
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,330.193,1.0236,0,1.023,,,0.000604379
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,298.042,1.08868,0,1.092,,,-0.00332425
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,287.271,1.06997,0,1.069,,,0.000971006
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.363,1.0225,0,1.023,,,-0.000499655
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,299.879,1.02531,0,1.023,,,0.0023145
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,195.906,-0.00566768,0.00336451,0.659128,,,-0.00566768
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.372,1.02633,0,1.023,,,0.00333184
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,286.647,1.10457,0,1.115,,,-0.0104303
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.282,1.02029,0,1.023,,,-0.00271473
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,331.159,1.02257,0,1.023,,,-0.000430199
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,309.071,1.0231,0,1.023,,,9.7302e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,319.468,1.02235,0,1.023,,,-0.000648309
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.115,1.02106,0,1.023,,,-0.00194424
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,301.484,1.06738,0,1.069,,,-0.00161508
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,363.379,1.07069,0,1.069,,,0.00168955
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.493,1.02597,0,1.023,,,0.00296847
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.228,1.0246,0,1.023,,,0.00159584
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.106,1.02157,0,1.023,,,-0.00143365
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,182.596,-0.0103949,0.00336451,0.614348,,,-0.0103949
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,297.679,1.67991,-0.00209919,1.046,,,0.00902678
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,320.894,1.02201,0,1.023,,,-0.000988025
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,285.404,1.07123,0,1.069,,,0.00223478
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,318.611,1.07195,0,1.069,,,0.00294782
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,338.442,1.02081,0,1.023,,,-0.00218904
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,313.549,1.04623,0,1.046,,,0.000229562
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.753,1.01996,0,1.023,,,-0.00303876
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,285.954,1.07281,0,1.069,,,0.00380739
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,297.987,1.08241,0,1.069,,,0.0134075
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,241.852,1.15557,0,1.138,,,0.0175679
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,266.126,1.1275,0,1.138,,,-0.0104985
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,316.489,1.06746,0,1.069,,,-0.00153603
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,160.279,-0.00332368,0.00336451,0.53926,,,-0.00332368
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,302.524,1.0474,0,1.046,,,0.00140223
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,294.519,1.06136,0,1.069,,,-0.00763775
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.262,1.02093,0,1.023,,,-0.00206519
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.807,1.02489,0,1.023,,,0.00188876
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,334.838,1.02224,0,1.023,,,-0.000763069
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,324.141,1.0225,0,1.023,,,-0.000496037
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,306.341,1.0917,0,1.092,,,-0.000303459
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,317.098,1.04777,0,1.046,,,0.00176868
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,304.648,1.04867,0,1.046,,,0.0026718
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,305.872,1.07585,0,1.069,,,0.00684994
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,329.132,1.04168,0,1.046,,,-0.00431698
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,301.198,1.04716,0,1.046,,,0.00115688
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,189.851,1.1087,0,1.138,,,-0.0292983
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.848,1.02024,0,1.023,,,-0.00276001
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,207.113,1.13122,0,1.138,,,-0.00678049
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,310.716,1.04102,0,1.046,,,-0.004985
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,296.564,1.0609,0,1.069,,,-0.00809888
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.857,1.02308,0,1.023,,,7.69114e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,186.098,1.17076,0,1.138,,,0.0327559
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.602,1.02278,0,1.023,,,-0.000215275
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,306.492,1.08564,0,1.092,,,-0.00636247
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,191.773,-0.00152439,0.00336451,0.645222,,,-0.00152439
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,323.855,1.08624,0,1.092,,,-0.00575509
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,245.006,1.13794,0,1.138,,,-6.40733e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
